date,network,iatv_id,program_name,n
2016-11-05,CNNW,CNNW_20161105_050000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-10-04,FOXNEWSW,FOXNEWSW_20161004_040000_The_Kelly_File,The Kelly File,6.0
2016-09-22,MSNBCW,MSNBCW_20160922_040000_The_Rachel_Maddow_Show,The Rachel Maddow Show,0.0
2016-10-06,CNNW,CNNW_20161006_050000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-11-06,CNNW,CNNW_20161106_000000_Erin_Burnett_OutFront,Erin Burnett OutFront,0.0
2016-09-19,FOXNEWSW,FOXNEWSW_20160919_030000_The_OReilly_Factor,The O'Reilly Factor,2.0
2016-11-08,CNNW,CNNW_20161108_000000_Erin_Burnett_OutFront,Erin Burnett OutFront,4.0
2016-11-22,CNNW,CNNW_20161122_000000_Erin_Burnett_OutFront,Erin Burnett OutFront,0.0
2016-09-22,CNNW,CNNW_20160922_000000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-09-17,FOXNEWSW,FOXNEWSW_20160917_030000_The_OReilly_Factor,The O'Reilly Factor,0.0
2016-11-05,MSNBCW,MSNBCW_20161105_080000_The_Last_Word_With_Lawrence_ODonnell,The Last Word With Lawrence O'Donnell,1.0
2016-10-29,CNNW,CNNW_20161029_050000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-11-16,FOXNEWSW,FOXNEWSW_20161116_090000_The_Kelly_File,The Kelly File,0.0
2016-10-07,FOXNEWSW,FOXNEWSW_20161007_010000_The_Kelly_File,The Kelly File,0.0
2016-09-01,MSNBCW,MSNBCW_20160901_020000_The_Last_Word_With_Lawrence_ODonnell,The Last Word With Lawrence O'Donnell,0.0
2016-10-26,CNNW,CNNW_20161026_230000_Erin_Burnett_OutFront,Erin Burnett OutFront,4.0
2016-09-20,CNNW,CNNW_20160920_050000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-11-18,CNNW,CNNW_20161118_060000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-10-06,CNNW,CNNW_20161006_000000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-11-07,FOXNEWSW,FOXNEWSW_20161107_010000_The_OReilly_Factor,The O'Reilly Factor,3.0
2016-09-23,FOXNEWSW,FOXNEWSW_20160923_000000_The_OReilly_Factor,The O'Reilly Factor,0.0
2016-10-26,CNNW,CNNW_20161026_000000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-10-21,FOXNEWSW,FOXNEWSW_20161021_000000_The_OReilly_Factor,The O'Reilly Factor,2.0
2016-09-17,FOXNEWSW,FOXNEWSW_20160917_080000_The_Kelly_File,The Kelly File,0.0
2016-09-14,CNNW,CNNW_20160914_040000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-10-15,CNNW,CNNW_20161015_050000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-11-22,MSNBCW,MSNBCW_20161122_060000_The_Last_Word_With_Lawrence_ODonnell,The Last Word With Lawrence O'Donnell,0.0
2016-11-03,MSNBCW,MSNBCW_20161103_010000_The_Rachel_Maddow_Show,The Rachel Maddow Show,4.0
2016-09-21,CNNW,CNNW_20160921_000000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-11-07,CNNW,CNNW_20161107_020000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-10-29,MSNBCW,MSNBCW_20161029_020000_The_Last_Word_With_Lawrence_ODonnell,The Last Word With Lawrence O'Donnell,0.0
2016-11-10,CNNW,CNNW_20161110_020000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-11-02,CNNW,CNNW_20161102_010000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-10-29,CNNW,CNNW_20161029_040000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-09-03,FOXNEWSW,FOXNEWSW_20160903_080000_The_Kelly_File,The Kelly File,0.0
2016-09-22,CNNW,CNNW_20160922_010000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-10-29,MSNBCW,MSNBCW_20161029_010000_The_Rachel_Maddow_Show,The Rachel Maddow Show,0.0
2016-09-09,FOXNEWSW,FOXNEWSW_20160909_040000_The_Kelly_File,The Kelly File,0.0
2016-10-03,CNNW,CNNW_20161003_230000_Erin_Burnett_OutFront,Erin Burnett OutFront,2.0
2016-10-07,FOXNEWSW,FOXNEWSW_20161007_080000_The_Kelly_File,The Kelly File,0.0
2016-09-08,MSNBCW,MSNBCW_20160908_060000_The_Last_Word_With_Lawrence_ODonnell,The Last Word With Lawrence O'Donnell,0.0
2016-09-20,MSNBCW,MSNBCW_20160920_080000_The_Rachel_Maddow_Show,The Rachel Maddow Show,0.0
2016-10-14,FOXNEWSW,FOXNEWSW_20161014_010000_The_Kelly_File,The Kelly File,0.0
2016-10-06,MSNBCW,MSNBCW_20161006_020000_The_Last_Word_With_Lawrence_ODonnell,The Last Word With Lawrence O'Donnell,1.0
2016-11-01,CNNW,CNNW_20161101_040000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-10-04,FOXNEWSW,FOXNEWSW_20161004_030000_The_OReilly_Factor,The O'Reilly Factor,10.0
2016-10-11,MSNBCW,MSNBCW_20161011_010000_The_Rachel_Maddow_Show,The Rachel Maddow Show,1.0
2016-11-29,MSNBCW,MSNBCW_20161129_050000_The_Rachel_Maddow_Show,The Rachel Maddow Show,1.0
2016-10-07,MSNBCW,MSNBCW_20161007_080000_The_Rachel_Maddow_Show,The Rachel Maddow Show,0.0
2016-10-15,FOXNEWSW,FOXNEWSW_20161015_030000_The_OReilly_Factor,The O'Reilly Factor,4.0
2016-09-21,FOXNEWSW,FOXNEWSW_20160921_080000_The_Kelly_File,The Kelly File,0.0
2016-11-23,FOXNEWSW,FOXNEWSW_20161123_090000_The_Kelly_File,The Kelly File,0.0
2016-09-07,FOXNEWSW,FOXNEWSW_20160907_080000_The_Kelly_File,The Kelly File,0.0
2016-09-24,FOXNEWSW,FOXNEWSW_20160924_030000_The_OReilly_Factor,The O'Reilly Factor,0.0
2016-09-30,CNNW,CNNW_20160930_000000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-10-27,CNNW,CNNW_20161027_040000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-11-11,CNNW,CNNW_20161111_000000_Erin_Burnett_OutFront,Erin Burnett OutFront,0.0
2016-11-02,MSNBCW,MSNBCW_20161102_020000_The_Last_Word_With_Lawrence_ODonnell,The Last Word With Lawrence O'Donnell,2.0
2016-10-15,CNNW,CNNW_20161015_010000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-09-30,FOXNEWSW,FOXNEWSW_20160930_040000_The_Kelly_File,The Kelly File,0.0
2016-09-22,FOXNEWSW,FOXNEWSW_20160922_000000_The_OReilly_Factor,The O'Reilly Factor,3.0
2016-09-28,FOXNEWSW,FOXNEWSW_20160928_080000_The_Kelly_File,The Kelly File,0.0
2016-11-30,MSNBCW,MSNBCW_20161130_030000_The_Last_Word_With_Lawrence_ODonnell,The Last Word With Lawrence O'Donnell,3.0
2016-09-17,CNNW,CNNW_20160917_000000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-10-13,CNNW,CNNW_20161013_230000_Erin_Burnett_OutFront,Erin Burnett OutFront,4.0
2016-09-08,MSNBCW,MSNBCW_20160908_010000_The_Rachel_Maddow_Show,The Rachel Maddow Show,0.0
2016-11-04,MSNBCW,MSNBCW_20161104_010000_The_Rachel_Maddow_Show,The Rachel Maddow Show,0.0
2016-10-26,MSNBCW,MSNBCW_20161026_010000_The_Rachel_Maddow_Show,The Rachel Maddow Show,2.0
2016-10-06,CNNW,CNNW_20161006_040000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-11-11,CNNW,CNNW_20161111_050000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-09-29,MSNBCW,MSNBCW_20160929_020000_The_Last_Word_With_Lawrence_ODonnell,The Last Word With Lawrence O'Donnell,2.0
2016-11-23,CNNW,CNNW_20161123_050000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-10-28,MSNBCW,MSNBCW_20161028_010000_The_Rachel_Maddow_Show,The Rachel Maddow Show,0.0
2016-11-08,MSNBCW,MSNBCW_20161108_030000_The_Last_Word_With_Lawrence_ODonnell,The Last Word With Lawrence O'Donnell,0.0
2016-09-20,CNNW,CNNW_20160920_000000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-10-13,FOXNEWSW,FOXNEWSW_20161013_010000_The_Kelly_File,The Kelly File,6.0
2016-10-14,MSNBCW,MSNBCW_20161014_050000_The_Last_Word_With_Lawrence_ODonnell,The Last Word With Lawrence O'Donnell,1.0
2016-10-22,MSNBCW,MSNBCW_20161022_020000_The_Last_Word_With_Lawrence_ODonnell,The Last Word With Lawrence O'Donnell,0.0
2016-09-08,CNNW,CNNW_20160908_000000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-09-15,FOXNEWSW,FOXNEWSW_20160915_000000_The_OReilly_Factor,The O'Reilly Factor,1.0
2016-10-18,MSNBCW,MSNBCW_20161018_080000_The_Rachel_Maddow_Show,The Rachel Maddow Show,0.0
2016-11-24,FOXNEWSW,FOXNEWSW_20161124_020000_The_Kelly_File,The Kelly File,0.0
2016-11-02,MSNBCW,MSNBCW_20161102_040000_The_Rachel_Maddow_Show,The Rachel Maddow Show,0.0
2016-09-21,CNNW,CNNW_20160921_040000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-11-30,FOXNEWSW,FOXNEWSW_20161130_050000_The_Kelly_File,The Kelly File,2.0
2016-10-25,MSNBCW,MSNBCW_20161025_080000_The_Rachel_Maddow_Show,The Rachel Maddow Show,0.0
2016-10-27,FOXNEWSW,FOXNEWSW_20161027_080000_The_Kelly_File,The Kelly File,1.0
2016-11-05,CNNW,CNNW_20161105_010000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-10-14,FOXNEWSW,FOXNEWSW_20161014_000000_The_OReilly_Factor,The O'Reilly Factor,6.0
2016-10-14,CNNW,CNNW_20161014_230000_Erin_Burnett_OutFront,Erin Burnett OutFront,2.0
2016-11-16,MSNBCW,MSNBCW_20161116_020000_The_Rachel_Maddow_Show,The Rachel Maddow Show,0.0
2016-09-09,MSNBCW,MSNBCW_20160909_080000_The_Rachel_Maddow_Show,The Rachel Maddow Show,0.0
2016-11-17,CNNW,CNNW_20161117_060000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-10-21,MSNBCW,MSNBCW_20161021_080000_The_Rachel_Maddow_Show,The Rachel Maddow Show,0.0
2016-11-11,MSNBCW,MSNBCW_20161111_030000_The_Last_Word_With_Lawrence_ODonnell,The Last Word With Lawrence O'Donnell,0.0
2016-09-28,MSNBCW,MSNBCW_20160928_040000_The_Rachel_Maddow_Show,The Rachel Maddow Show,0.0
2016-11-05,CNNW,CNNW_20161105_230000_Erin_Burnett_OutFront,Erin Burnett OutFront,0.0
2016-11-08,FOXNEWSW,FOXNEWSW_20161108_010000_The_OReilly_Factor,The O'Reilly Factor,0.0
2016-09-12,CNNW,CNNW_20160912_230000_Erin_Burnett_OutFront,Erin Burnett OutFront,3.0
2016-10-22,FOXNEWSW,FOXNEWSW_20161022_040000_The_Kelly_File,The Kelly File,0.0
2016-09-06,FOXNEWSW,FOXNEWSW_20160906_010000_The_Kelly_File,The Kelly File,0.0
2016-11-11,FOXNEWSW,FOXNEWSW_20161111_090000_The_Kelly_File,The Kelly File,0.0
2016-10-07,CNNW,CNNW_20161007_000000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-10-12,FOXNEWSW,FOXNEWSW_20161012_040000_The_Kelly_File,The Kelly File,0.0
2016-09-23,FOXNEWSW,FOXNEWSW_20160923_080000_The_Kelly_File,The Kelly File,0.0
2016-09-24,FOXNEWSW,FOXNEWSW_20160924_040000_The_Kelly_File,The Kelly File,0.0
2016-11-18,CNNW,CNNW_20161118_000000_Erin_Burnett_OutFront,Erin Burnett OutFront,4.0
2016-09-22,MSNBCW,MSNBCW_20160922_050000_The_Last_Word_With_Lawrence_ODonnell,The Last Word With Lawrence O'Donnell,0.0
2016-11-04,CNNW,CNNW_20161104_040000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-10-28,FOXNEWSW,FOXNEWSW_20161028_040000_The_Kelly_File,The Kelly File,0.0
2016-10-08,MSNBCW,MSNBCW_20161008_020000_The_Last_Word_With_Lawrence_ODonnell,The Last Word With Lawrence O'Donnell,2.0
2016-10-27,MSNBCW,MSNBCW_20161027_080000_The_Rachel_Maddow_Show,The Rachel Maddow Show,0.0
2016-09-09,FOXNEWSW,FOXNEWSW_20160909_000000_The_OReilly_Factor,The O'Reilly Factor,0.0
2016-11-17,MSNBCW,MSNBCW_20161117_030000_The_Last_Word_With_Lawrence_ODonnell,The Last Word With Lawrence O'Donnell,1.0
2016-10-18,MSNBCW,MSNBCW_20161018_050000_The_Last_Word_With_Lawrence_ODonnell,The Last Word With Lawrence O'Donnell,3.0
2016-10-14,CNNW,CNNW_20161014_000000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-09-15,FOXNEWSW,FOXNEWSW_20160915_010000_The_Kelly_File,The Kelly File,0.0
2016-10-07,CNNW,CNNW_20161007_230000_Erin_Burnett_OutFront,Erin Burnett OutFront,0.0
2016-09-23,MSNBCW,MSNBCW_20160923_080000_The_Rachel_Maddow_Show,The Rachel Maddow Show,0.0
2016-09-13,CNNW,CNNW_20160913_230000_Erin_Burnett_OutFront,Erin Burnett OutFront,4.0
2016-10-28,CNNW,CNNW_20161028_000000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-11-03,CNNW,CNNW_20161103_010000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-10-05,FOXNEWSW,FOXNEWSW_20161005_030000_The_Kelly_File,The Kelly File,3.0
2016-11-18,FOXNEWSW,FOXNEWSW_20161118_040000_The_OReilly_Factor,The O'Reilly Factor,3.0
2016-10-28,FOXNEWSW,FOXNEWSW_20161028_010000_The_Kelly_File,The Kelly File,0.0
2016-11-03,MSNBCW,MSNBCW_20161103_020000_The_Last_Word_With_Lawrence_ODonnell,The Last Word With Lawrence O'Donnell,0.0
2016-11-04,FOXNEWSW,FOXNEWSW_20161104_030000_The_OReilly_Factor,The O'Reilly Factor,0.0
2016-09-02,MSNBCW,MSNBCW_20160902_010000_The_Rachel_Maddow_Show,The Rachel Maddow Show,0.0
2016-10-11,FOXNEWSW,FOXNEWSW_20161011_000000_The_OReilly_Factor,The O'Reilly Factor,0.0
2016-09-23,CNNW,CNNW_20160923_050000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-10-07,CNNW,CNNW_20161007_050000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-09-26,CNNW,CNNW_20160926_060000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-10-15,MSNBCW,MSNBCW_20161015_100000_The_Rachel_Maddow_Show,The Rachel Maddow Show,2.0
2016-11-16,MSNBCW,MSNBCW_20161116_030000_The_Last_Word_With_Lawrence_ODonnell,The Last Word With Lawrence O'Donnell,0.0
2016-09-30,CNNW,CNNW_20160930_010000_Anderson_Cooper_360,Anderson Cooper 360,0.0
2016-09-23,CNNW,CNNW_20160923_230000_Erin_Burnett_OutFront,Erin Burnett OutFront,1.0
2016-10-12,MSNBCW,MSNBCW_20161012_040000_The_Rachel_Maddow_Show,The Rachel Maddow Show,2.0
2016-09-14,CNNW,CNNW_20160914_050000_Anderson_Cooper_360,Anderson Cooper 360,0.0
